KEY_CODE,HTKSYORI,HTKSAKI,GASSAN,T001100001,T001100002,T001100003,T001100004,T001100005,T001100006,T001100007,T001100008,T001100009,T001100010,T001100011,T001100012,T001100013,T001100014,T001100015,T001100016,T001100017,T001100018,T001100019,T001100020,T001100021,T001100022,T001100023,T001100024,T001100025,T001100026,T001100027,T001100028,T001100029,T001100030,T001100031,T001100032,T001100033,T001100034,T001100035,T001100036,T001100037,T001100038,T001100039,T001100040,T001100041,T001100042,T001100043,T001100044,T001100045,T001100046,T001100047,T001100048,T001100049,T001100050
,,,,Å@êlå˚ÅiëçêîÅj,Å@êlå˚ÅiëçêîÅjÅ@íj,Å@êlå˚ÅiëçêîÅjÅ@èó,Å@ÇOÅ`ÇPÇSçŒêlå˚Å@ëçêî,Å@ÇOÅ`ÇPÇSçŒêlå˚Å@íj,Å@ÇOÅ`ÇPÇSçŒêlå˚Å@èó,Å@ÇPÇTçŒà»è„êlå˚Å@ëçêî,Å@ÇPÇTçŒà»è„êlå˚Å@íj,Å@ÇPÇTçŒà»è„êlå˚Å@èó,Å@ÇPÇTÅ`ÇUÇSçŒêlå˚Å@ëçêî,Å@ÇPÇTÅ`ÇUÇSçŒêlå˚Å@íj,Å@ÇPÇTÅ`ÇUÇSçŒêlå˚Å@èó,Å@ÇPÇWçŒà»è„êlå˚Å@ëçêî,Å@ÇPÇWçŒà»è„êlå˚Å@íj,Å@ÇPÇWçŒà»è„êlå˚Å@èó,Å@ÇQÇOçŒà»è„êlå˚Å@ëçêî,Å@ÇQÇOçŒà»è„êlå˚Å@íj,Å@ÇQÇOçŒà»è„êlå˚Å@èó,Å@ÇUÇTçŒà»è„êlå˚Å@ëçêî,Å@ÇUÇTçŒà»è„êlå˚Å@íj,Å@ÇUÇTçŒà»è„êlå˚Å@èó,Å@ÇVÇTçŒà»è„êlå˚Å@ëçêî,Å@ÇVÇTçŒà»è„êlå˚Å@íj,Å@ÇVÇTçŒà»è„êlå˚Å@èó,Å@ÇWÇTçŒà»è„êlå˚Å@ëçêî,Å@ÇWÇTçŒà»è„êlå˚Å@íj,Å@ÇWÇTçŒà»è„êlå˚Å@èó,Å@ÇXÇTçŒà»è„êlå˚Å@ëçêî,Å@ÇXÇTçŒà»è„êlå˚Å@íj,Å@ÇXÇTçŒà»è„êlå˚Å@èó,Å@äOçëêlêlå˚Å@ëçêî,Å@äOçëêlêlå˚Å@íj,Å@äOçëêlêlå˚Å@èó,Å@ê¢ë—ëçêî,Å@àÍî ê¢ë—êî,Å@ÇPêlê¢ë—êîÅ@àÍî ê¢ë—êî,Å@ÇQêlê¢ë—êîÅ@àÍî ê¢ë—êî,Å@ÇRêlê¢ë—êîÅ@àÍî ê¢ë—êî,Å@ÇSêlê¢ë—êîÅ@àÍî ê¢ë—êî,Å@ÇTêlê¢ë—êîÅ@àÍî ê¢ë—êî,Å@ÇUêlê¢ë—êîÅ@àÍî ê¢ë—êî,Å@ÇVêlà»è„ê¢ë—êîÅ@àÍî ê¢ë—êî,Å@êeë∞ÇÃÇ›ÇÃê¢ë—êîÅ@àÍî ê¢ë—êî,Å@äjâ∆ë∞ê¢ë—êîÅ@àÍî ê¢ë—êî,Å@äjâ∆ë∞à»äOÇÃê¢ë—êîÅ@àÍî ê¢ë—êî,Å@ÇUçŒñ¢ñûê¢ë—àıÇÃÇ¢ÇÈê¢ë—êîÅ@àÍî ê¢ë—êî,Å@ÇUÇTçŒà»è„ê¢ë—àıÇÃÇ¢ÇÈê¢ë—êîÅ@àÍî ê¢ë—êî,Å@ê¢ë—éÂÇÃîNóÓÇ™ÇQÇOÅ`ÇQÇXçŒÇÃÇPêlê¢ë—êîÅ@àÍî ê¢ë—êî,Å@çÇóÓíPêgê¢ë—êîÅ@àÍî ê¢ë—êî,Å@çÇóÓïvïwê¢ë—êîÅ@àÍî ê¢ë—êî
50357019,0,,,50,27,23,13,10,3,36,16,20,31,14,17,35,15,20,32,13,19,5,2,3,2,1,1,2,1,1,0,0,0,0,0,0,18,18,4,5,3,5,0,0,1,14,13,1,5,3,0,0,1
50357026,1,,50357027;50357036,23,10,13,1,0,1,27,12,15,15,7,8,25,11,14,24,10,14,12,5,7,5,1,4,3,1,2,0,0,0,0,0,0,9,9,2,7,1,1,1,0,0,10,8,2,0,10,0,2,3
50357027,2,50357026,,3,1,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
50357028,0,,,130,64,66,13,7,6,117,57,60,62,32,30,114,55,59,114,55,59,55,25,30,28,13,15,9,4,5,2,0,2,0,0,0,51,51,4,25,14,6,2,0,0,47,40,7,3,32,0,3,13
50357036,2,50357026,,2,1,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,1,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
50357037,0,,,91,40,51,10,3,7,81,37,44,52,26,26,79,36,43,79,36,43,29,11,18,17,6,11,6,2,4,0,0,0,1,0,1,38,38,7,16,11,3,0,0,1,31,27,4,2,18,0,5,9
50357046,2,50357056,,2,1,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
50357048,0,,,56,28,28,4,2,2,52,26,26,24,14,10,51,26,25,50,26,24,28,12,16,16,5,11,6,0,6,1,0,1,0,0,0,24,24,7,8,6,2,0,0,1,17,14,3,2,18,0,6,5
50357049,0,,,323,173,150,23,12,11,300,161,139,190,107,83,292,156,136,288,154,134,110,54,56,51,23,28,17,7,10,0,0,0,4,2,2,140,139,43,46,28,14,7,1,0,94,83,11,1,80,1,23,20
50357056,1,,50357046,228,107,121,14,5,9,216,103,113,110,54,56,215,103,112,214,103,111,106,49,57,61,25,36,15,5,10,0,0,0,0,0,0,107,107,36,42,18,10,2,1,0,72,60,12,5,77,0,28,20
50357057,0,,,99,47,52,1,0,1,98,47,51,47,26,21,97,46,51,96,45,51,51,21,30,27,9,18,14,5,9,2,1,1,0,0,0,49,49,17,18,10,4,0,0,0,32,28,4,1,38,0,14,12
50357058,0,,,24,14,10,0,0,0,22,12,10,16,9,7,21,12,9,19,10,9,6,3,3,3,1,2,2,1,1,0,0,0,0,0,0,11,11,4,3,2,2,0,0,0,7,6,1,0,5,0,1,0
50357059,0,,,1259,624,635,139,76,63,1104,532,572,622,322,300,1067,508,559,1041,493,548,482,210,272,249,90,159,86,28,58,4,1,3,2,0,2,568,568,216,175,86,48,24,13,6,350,299,51,27,347,5,138,89
50357066,0,,,253,130,123,15,10,5,238,120,118,105,58,47,236,119,117,235,118,117,133,62,71,67,22,45,30,9,21,2,0,2,0,0,0,115,114,31,55,16,8,2,2,0,83,69,14,0,89,0,24,32
50357067,0,,,62,31,31,7,4,3,55,27,28,29,15,14,53,26,27,52,25,27,26,12,14,10,3,7,4,0,4,0,0,0,0,0,0,25,25,6,9,3,6,1,0,0,19,16,3,1,16,0,3,6
50357068,0,,,954,513,441,87,44,43,835,443,392,560,330,230,818,437,381,810,432,378,275,113,162,156,57,99,75,23,52,14,2,12,29,26,3,392,382,192,98,43,35,12,0,2,188,176,12,20,129,41,50,48
50357069,0,,,68,35,33,2,1,1,66,34,32,42,25,17,66,34,32,66,34,32,24,9,15,10,2,8,1,0,1,0,0,0,0,0,0,15,14,5,8,1,0,0,0,0,9,9,0,2,6,1,3,2
50357077,0,,,92,43,49,7,3,4,85,40,45,46,24,22,83,38,45,81,37,44,39,16,23,18,4,14,8,0,8,1,0,1,0,0,0,39,39,11,15,7,2,3,0,1,28,22,6,1,27,0,7,3
50357079,2,50357088,,4,2,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
50357087,0,,,91,47,44,1,1,0,90,46,44,39,24,15,88,45,43,84,41,43,51,22,29,25,10,15,8,1,7,0,0,0,0,0,0,43,43,19,12,7,1,1,3,0,24,18,6,0,36,0,14,9
50357088,1,,50357079,499,237,262,35,22,13,468,217,251,244,126,118,458,210,248,450,204,246,224,91,133,113,46,67,38,13,25,3,0,3,1,1,0,207,207,56,75,40,24,8,2,4,152,115,37,8,152,1,46,42
50357089,0,,,17,9,8,5,3,2,12,6,6,8,3,5,12,6,6,12,6,6,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,2,1,1,0,1,0,5,4,1,1,3,0,0,2
50357100,0,,,585,285,300,104,55,49,481,230,251,326,163,163,455,220,235,447,214,233,155,67,88,85,34,51,25,10,15,1,0,1,1,0,1,218,218,42,72,44,40,16,1,3,174,148,26,24,108,0,28,36
50357101,0,,,1194,556,638,220,108,112,955,436,519,716,346,370,913,417,496,891,406,485,239,90,149,137,43,94,58,13,45,6,0,6,1,0,1,442,441,96,136,96,76,31,6,0,339,316,23,77,135,10,40,32
50357102,0,,,364,184,180,48,30,18,314,153,161,203,106,97,302,149,153,296,146,150,111,47,64,44,14,30,14,4,10,0,0,0,1,1,0,147,147,41,46,22,30,4,3,1,102,83,19,13,73,3,21,24
50357103,0,,,293,148,145,17,6,11,276,142,134,167,91,76,266,134,132,260,128,132,109,51,58,40,18,22,15,6,9,1,0,1,0,0,0,118,116,27,46,21,12,8,1,1,87,71,16,5,73,2,18,22
50357104,0,,,107,51,56,17,9,8,90,42,48,60,26,34,86,40,46,84,40,44,30,16,14,14,8,6,5,2,3,0,0,0,0,0,0,37,37,7,10,7,10,0,2,1,30,22,8,6,19,0,3,5
50357105,0,,,109,52,57,13,6,7,96,46,50,57,29,28,94,45,49,94,45,49,39,17,22,27,10,17,8,2,6,0,0,0,0,0,0,41,41,6,15,10,7,3,0,0,35,28,7,4,25,0,3,6
50357106,0,,,159,74,85,19,9,10,140,65,75,80,38,42,134,62,72,131,61,70,60,27,33,30,13,17,8,0,8,1,0,1,1,0,1,64,64,19,20,14,4,4,1,2,45,41,4,4,39,0,16,11
50357107,0,,,135,72,63,20,11,9,115,61,54,70,40,30,112,58,54,109,56,53,45,21,24,15,7,8,5,2,3,0,0,0,0,0,0,46,46,6,17,8,9,2,3,1,39,31,8,4,30,0,4,9
50357109,2,50357119,,9,4,5,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,3,3,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
50357110,0,,,262,140,122,57,38,19,205,102,103,135,68,67,195,97,98,195,97,98,70,34,36,32,12,20,12,4,8,2,1,1,0,0,0,93,93,14,31,18,22,5,2,1,79,69,10,14,48,0,10,14
50357111,0,,,1026,497,529,160,103,57,865,393,472,575,270,305,831,378,453,818,371,447,290,123,167,162,66,96,66,28,38,7,4,3,2,0,2,406,406,95,138,79,66,17,8,3,309,265,44,40,197,3,60,58
50357112,0,,,744,364,380,166,86,80,577,277,300,424,207,217,552,264,288,536,254,282,153,70,83,64,23,41,21,7,14,1,1,0,2,1,1,266,266,61,60,55,55,33,1,1,204,180,24,47,106,2,34,27
50357113,0,,,185,96,89,13,6,7,172,90,82,95,52,43,166,87,79,165,87,78,77,38,39,36,19,17,8,6,2,0,0,0,0,0,0,71,71,9,28,19,12,3,0,0,61,54,7,1,48,0,5,17
50357114,0,,,170,83,87,21,13,8,149,70,79,81,37,44,142,65,77,140,65,75,68,33,35,34,14,20,16,6,10,2,0,2,1,1,0,65,65,15,20,15,8,5,1,1,50,37,13,4,45,0,14,10
50357115,0,,,130,61,69,23,12,11,107,49,58,69,31,38,106,49,57,103,47,56,38,18,20,23,10,13,9,3,6,3,1,2,0,0,0,46,46,8,15,12,6,1,2,2,38,29,9,5,24,0,5,6
50357116,0,,,109,56,53,9,7,2,100,49,51,58,29,29,95,47,48,93,46,47,42,20,22,15,4,11,7,2,5,0,0,0,1,0,1,42,42,9,15,9,5,1,3,0,33,28,5,1,27,1,7,6
50357117,0,,,88,44,44,9,7,2,79,37,42,53,23,30,77,37,40,75,37,38,26,14,12,13,6,7,6,2,4,0,0,0,0,0,0,34,34,6,10,11,6,1,0,0,28,24,4,1,19,0,5,4
50357119,1,,50357109,23,12,11,5,2,3,27,14,13,19,10,9,24,13,11,24,13,11,8,4,4,4,2,2,1,1,0,0,0,0,1,0,1,5,5,0,1,3,2,0,1,1,8,5,3,0,5,0,0,1
50357120,0,,,42,19,23,4,2,2,38,17,21,27,14,13,37,16,21,37,16,21,11,3,8,6,1,5,2,0,2,0,0,0,0,0,0,13,13,1,3,3,4,2,0,0,12,9,3,0,8,0,1,1
50357121,0,,,92,42,50,7,5,2,85,37,48,59,24,35,80,36,44,79,36,43,26,13,13,10,4,6,4,1,3,0,0,0,0,0,0,38,38,10,15,6,4,1,1,1,28,24,4,1,19,1,3,6
50357122,0,,,10,6,4,0,0,0,10,6,4,6,4,2,9,5,4,9,5,4,4,2,2,1,0,1,1,0,1,0,0,0,0,0,0,4,4,0,3,0,1,0,0,0,4,3,1,0,3,0,0,1
50357123,0,,,9,4,5,0,0,0,9,4,5,6,3,3,9,4,5,9,4,5,3,1,2,3,1,2,1,0,1,0,0,0,0,0,0,4,4,1,2,0,1,0,0,0,3,2,1,0,3,0,1,0
50357124,2,50357125,,11,5,6,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,4,4,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
50357125,1,,50357124,70,37,33,21,10,11,60,32,28,40,22,18,58,31,27,57,30,27,20,10,10,6,3,3,0,0,0,0,0,0,0,0,0,22,22,6,4,4,7,4,0,1,20,16,4,5,13,0,4,3
50357126,0,,,38,19,19,3,2,1,35,17,18,20,9,11,35,17,18,35,17,18,15,8,7,5,2,3,0,0,0,0,0,0,0,0,0,16,16,4,7,1,3,1,0,0,12,11,1,1,10,0,1,4
50357127,0,,,94,50,44,18,11,7,76,39,37,63,31,32,69,36,33,64,33,31,13,8,5,6,4,2,1,0,1,0,0,0,0,0,0,30,30,4,7,7,8,3,0,1,26,25,1,5,9,0,3,4
50357128,0,,,117,65,52,15,12,3,102,53,49,60,32,28,99,51,48,99,51,48,42,21,21,16,7,9,3,0,3,1,0,1,0,0,0,52,52,21,14,6,6,4,1,0,30,25,5,5,30,1,11,7
50357129,0,,,162,77,85,27,15,12,135,62,73,80,43,37,129,58,71,129,58,71,55,19,36,30,10,20,17,3,14,3,0,3,0,0,0,59,58,15,18,11,8,3,3,0,43,37,6,7,29,0,7,8
50357130,0,,,132,59,73,8,5,3,124,54,70,67,32,35,121,52,69,118,50,68,57,22,35,34,9,25,13,3,10,0,0,0,5,3,2,56,56,16,18,13,6,1,2,0,39,30,9,2,42,0,14,11
50357131,0,,,95,43,52,12,4,8,83,39,44,58,29,29,83,39,44,82,39,43,25,10,15,13,4,9,2,0,2,1,0,1,0,0,0,36,36,9,9,8,7,2,1,0,27,22,5,4,17,0,4,6
50357139,0,,,59,32,27,4,2,2,55,30,25,40,25,15,53,30,23,52,29,23,15,5,10,8,2,6,3,0,3,0,0,0,0,0,0,37,37,25,7,3,1,0,0,1,12,11,1,0,12,10,8,1
50357141,0,,,120,58,62,17,10,7,103,48,55,64,31,33,103,48,55,101,46,55,39,17,22,19,7,12,9,4,5,0,0,0,0,0,0,45,45,3,20,13,7,2,0,0,42,37,5,4,26,0,3,7
50357150,0,,,239,128,111,27,17,10,211,111,100,131,76,55,205,107,98,201,106,95,80,35,45,33,11,22,12,2,10,3,0,3,0,0,0,98,98,28,28,23,12,4,3,0,70,63,7,6,57,0,20,14
50357151,0,,,17,6,11,0,0,0,17,6,11,10,3,7,16,6,10,16,6,10,7,3,4,5,1,4,2,1,1,0,0,0,0,0,0,8,8,2,4,1,1,0,0,0,6,5,1,0,6,0,1,2
50357152,0,,,135,62,73,15,7,8,120,55,65,67,31,36,115,53,62,113,52,61,53,24,29,25,11,14,10,5,5,1,1,0,0,0,0,57,57,19,17,7,10,3,1,0,38,29,9,2,41,0,16,11
50357153,0,,,16,9,7,1,1,0,15,8,7,6,4,2,15,8,7,14,7,7,9,4,5,4,2,2,1,1,0,0,0,0,0,0,0,6,6,0,3,2,1,0,0,0,6,5,1,0,5,0,0,3
50357154,2,50357165,,5,2,3,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
50357155,0,,,15,6,9,2,0,2,13,6,7,8,4,4,12,5,7,12,5,7,5,2,3,2,1,1,0,0,0,0,0,0,0,0,0,4,4,0,1,1,1,0,1,0,4,3,1,0,3,0,0,1
50357157,2,50357166,,5,2,3,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
50357160,0,,,462,217,245,65,32,33,396,184,212,230,113,117,381,175,206,371,169,202,166,71,95,92,35,57,23,8,15,0,0,0,1,1,0,176,176,37,63,37,21,8,6,4,137,112,25,13,108,2,25,34
50357161,0,,,54,26,28,6,4,2,48,22,26,27,14,13,46,21,25,45,21,24,21,8,13,11,4,7,2,0,2,0,0,0,0,0,0,24,24,9,7,2,5,1,0,0,15,13,2,3,15,0,8,5
50357163,0,,,52,22,30,4,2,2,48,20,28,22,10,12,47,20,27,47,20,27,26,10,16,14,5,9,8,4,4,1,0,1,0,0,0,19,19,4,5,4,4,2,0,0,15,9,6,2,16,0,4,3
50357164,2,50357173,,7,3,4,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,3,3,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
50357165,1,,50357154,145,62,83,12,7,5,138,57,81,37,20,17,138,57,81,138,57,81,101,37,64,81,27,54,51,15,36,12,3,9,0,0,0,36,35,11,14,8,3,0,1,0,26,21,5,2,23,0,6,8
50357166,1,,50357157,59,27,32,6,3,3,58,26,32,28,12,16,58,26,32,58,26,32,30,14,16,12,3,9,7,2,5,0,0,0,0,0,0,19,19,4,6,5,2,2,0,2,16,9,7,1,18,0,4,4
50357167,0,,,18,11,7,0,0,0,18,11,7,10,7,3,18,11,7,18,11,7,8,4,4,1,0,1,0,0,0,0,0,0,0,0,0,9,9,4,3,1,0,1,0,0,5,4,1,0,6,0,2,1
50357168,1,,50357179,30,18,12,4,3,1,27,15,12,19,9,10,26,14,12,26,14,12,8,6,2,5,3,2,1,0,1,0,0,0,0,0,0,13,13,8,3,0,1,1,0,1,6,4,2,1,8,0,5,0
50357170,0,,,31,14,17,3,1,2,28,13,15,11,5,6,28,13,15,28,13,15,17,8,9,9,4,5,3,1,2,0,0,0,0,0,0,11,11,0,6,1,4,0,0,0,11,7,4,0,9,0,0,4
50357171,0,,,248,112,136,38,16,22,210,96,114,120,60,60,201,91,110,199,91,108,90,36,54,47,18,29,15,4,11,0,0,0,0,0,0,92,92,21,31,14,12,10,3,1,71,53,18,8,58,0,16,14
50357172,0,,,40,17,23,5,1,4,35,16,19,14,8,6,35,16,19,35,16,19,21,8,13,10,3,7,2,0,2,0,0,0,0,0,0,14,14,2,6,1,4,0,0,1,12,7,5,1,11,0,1,4
50357173,1,,50357164,4,2,2,2,1,1,9,4,5,3,2,1,9,4,5,9,4,5,6,2,4,3,1,2,1,0,1,1,0,1,0,0,0,3,3,3,2,0,1,0,0,0,3,3,0,0,4,0,2,2
50357174,0,,,12,8,4,0,0,0,12,8,4,7,6,1,12,8,4,12,8,4,5,2,3,3,2,1,0,0,0,0,0,0,1,1,0,7,7,4,2,0,1,0,0,0,3,2,1,0,4,0,1,1
50357175,0,,,21,10,11,0,0,0,21,10,11,6,2,4,21,10,11,21,10,11,15,8,7,7,5,2,2,1,1,0,0,0,0,0,0,10,10,2,6,1,1,0,0,0,8,8,0,0,8,0,1,6
50357176,0,,,33,18,15,1,1,0,32,17,15,17,11,6,31,16,15,31,16,15,15,6,9,5,1,4,2,0,2,0,0,0,0,0,0,12,12,1,5,3,2,1,0,0,11,8,3,1,9,0,1,4
50357177,0,,,128,54,74,19,9,10,109,45,64,64,26,38,108,45,63,107,44,63,45,19,26,26,7,19,12,3,9,1,1,0,4,2,2,52,51,20,10,11,5,4,0,1,30,21,9,3,32,1,15,3
50357178,0,,,16,9,7,3,2,1,13,7,6,10,6,4,13,7,6,12,6,6,3,1,2,3,1,2,0,0,0,0,0,0,2,2,0,6,6,2,2,0,0,2,0,0,3,1,2,0,2,2,0,0
50357179,2,50357168,,1,0,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,1,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
50357182,0,,,81,35,46,7,5,2,74,30,44,36,17,19,74,30,44,72,29,43,38,13,25,24,7,17,10,3,7,0,0,0,0,0,0,31,31,5,13,7,3,1,2,0,26,18,8,1,24,0,5,8
50357185,2,50357195,,5,2,3,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,1,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
50357186,1,,50357187,75,34,41,0,0,0,79,37,42,37,17,20,78,37,41,76,36,40,42,20,22,20,10,10,4,2,2,0,0,0,0,0,0,30,30,8,11,9,3,2,0,0,25,19,6,0,27,0,7,9
50357187,2,50357186,,4,3,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,3,3,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
50357189,0,,,19,9,10,0,0,0,19,9,10,6,3,3,17,8,9,17,8,9,13,6,7,10,4,6,1,0,1,0,0,0,0,0,0,9,9,2,6,0,0,1,0,0,7,6,1,0,8,0,2,5
50357190,0,,,178,95,83,9,6,3,169,89,80,73,44,29,168,88,80,165,85,80,96,45,51,42,15,27,15,6,9,2,0,2,0,0,0,71,71,15,32,10,7,2,4,1,55,41,14,0,62,0,12,19
50357195,1,,50357185,130,67,63,14,6,8,121,63,58,72,40,32,116,58,58,112,56,56,49,23,26,25,10,15,11,4,7,1,0,1,0,0,0,41,41,6,13,8,7,3,2,3,36,23,13,3,32,0,4,10
50357196,0,,,113,54,59,10,3,7,96,46,50,59,29,30,92,45,47,90,45,45,37,17,20,11,5,6,2,1,1,0,0,0,7,2,5,41,41,7,15,10,2,5,1,1,31,21,10,3,25,0,5,7
50357199,0,,,15,7,8,0,0,0,15,7,8,8,5,3,15,7,8,15,7,8,7,2,5,5,1,4,3,0,3,0,0,0,0,0,0,8,8,5,1,0,2,0,0,0,3,2,1,0,6,0,4,1
50357202,1,,50357203,10,5,5,0,0,0,13,6,7,2,2,0,13,6,7,13,6,7,11,4,7,6,2,4,5,1,4,0,0,0,0,0,0,4,4,1,3,2,0,0,0,0,5,4,1,0,6,0,1,3
50357203,2,50357202,,3,1,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
50357204,2,50357214,,10,6,4,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
50357205,2,50357214,,2,1,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,1,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
50357210,2,50357211,,6,3,3,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
50357211,1,,50357210,17,10,7,0,0,0,23,13,10,8,5,3,23,13,10,23,13,10,15,8,7,5,4,1,3,2,1,1,1,0,1,0,1,7,7,0,5,3,1,0,0,0,9,8,1,0,9,0,0,2
50357212,0,,,24,11,13,2,2,0,22,9,13,10,3,7,22,9,13,22,9,13,12,6,6,5,4,1,1,1,0,0,0,0,0,0,0,11,11,2,6,2,1,0,0,0,9,9,0,0,7,1,1,4
50357213,0,,,66,31,35,4,1,3,62,30,32,37,20,17,60,30,30,60,30,30,25,10,15,18,5,13,8,1,7,1,1,0,0,0,0,27,27,9,5,5,8,0,0,0,18,10,8,1,18,0,5,4
50357214,1,,50357204;50357205,136,64,72,26,14,12,122,57,65,80,40,40,113,53,60,109,49,60,42,17,25,24,6,18,12,4,8,0,0,0,0,0,0,48,48,13,13,4,14,3,2,2,38,27,11,2,30,0,9,8
50357215,0,,,77,36,41,10,5,5,67,31,36,34,18,16,66,30,36,66,30,36,33,13,20,21,8,13,6,3,3,0,0,0,0,0,0,30,30,8,10,6,3,0,2,1,22,16,6,2,23,0,6,6
50357220,2,50357230,,5,3,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
50357222,0,,,32,17,15,3,1,2,29,16,13,10,7,3,29,16,13,29,16,13,19,9,10,9,4,5,4,0,4,0,0,0,0,0,0,17,17,8,5,3,0,1,0,0,9,9,0,1,13,0,7,4
50357223,0,,,47,23,24,7,4,3,40,19,21,25,11,14,39,19,20,39,19,20,15,8,7,11,6,5,1,1,0,1,1,0,0,0,0,24,24,12,6,3,1,2,0,0,11,11,0,1,11,1,4,3
50357224,2,50357225,,5,3,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,3,3,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
50357225,1,,50357224,112,50,62,9,2,7,108,51,57,45,23,22,106,49,57,106,49,57,63,28,35,30,11,19,14,5,9,2,0,2,0,0,0,53,53,23,22,3,3,1,4,0,32,24,8,3,43,0,18,12
50357226,0,,,13,7,6,1,1,0,12,6,6,7,4,3,12,6,6,12,6,6,5,2,3,4,1,3,2,0,2,0,0,0,0,0,0,7,7,2,4,1,0,0,0,0,5,4,1,0,4,0,1,2
50357230,1,,50357220,119,58,61,21,9,12,103,52,51,59,30,29,100,52,48,100,52,48,44,22,22,16,9,7,4,1,3,2,1,1,0,0,0,48,48,12,18,8,8,4,0,0,38,33,5,5,27,0,8,11
50357231,0,,,91,42,49,11,6,5,80,36,44,40,20,20,79,35,44,78,34,44,40,16,24,16,4,12,7,0,7,1,0,1,0,0,0,37,37,8,17,4,4,3,1,0,29,22,7,1,26,0,4,11
50357233,1,,50357234,60,26,34,5,3,2,58,24,34,23,10,13,56,24,32,55,24,31,35,14,21,18,8,10,4,1,3,0,0,0,0,0,0,29,29,11,14,3,1,1,1,0,20,18,2,0,24,0,8,11
50357234,2,50357233,,3,1,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
50357239,0,,,50,24,26,3,2,1,47,22,25,16,9,7,47,22,25,47,22,25,31,13,18,18,6,12,5,2,3,0,0,0,0,0,0,26,26,10,11,4,0,0,1,0,16,13,3,1,22,0,9,7
50357241,0,,,101,49,52,12,5,7,89,44,45,47,23,24,85,41,44,85,41,44,42,21,21,20,9,11,9,5,4,0,0,0,0,0,0,49,49,20,15,5,9,0,0,0,29,25,4,3,31,0,16,8
